VariableName,Total,Port/Stay,Low Speed Sailing,Maneuvering,High Speed Sailing,Winter,Mid-Season,Summer
ME1:JWC:HTWater_in:Bdot,12667447.643756611,29432.113809147424,10550930.632206263,1308414.578229637,778670.3195115775,6010398.459663973,5150639.778140823,1506409.4059519065
ME1:JWC:HTWater_out:Bdot,13813724.23371803,32600.46862213637,11482246.745255867,1434554.1509268924,864322.8689130982,6505354.652806177,5640253.796277959,1668115.7846339175
ME1:Cyl:Air_in:Bdot,2667051.5493169,941.9943270455792,1909577.6688248022,246356.03917861017,510175.8469864394,1003910.2000534538,1086730.444089395,576410.9051740565
ME1:Cyl:FuelPh_in:Bdot,35552.71457422781,55.75773354346891,28249.162951306433,3490.7696396945867,3757.024249683178,15731.438410334576,14493.640087519861,5327.636076373163
ME1:Cyl:FuelCh_in:Bdot,61396802.56849515,92966.4014604351,47808979.11188476,6248897.646879926,7245959.4082699735,24061606.265032724,26239516.734276764,11095679.569185339
ME1:Cyl:EG_out:Bdot,13416665.672558771,9799.347425777498,10266212.69252666,1263787.9141195924,1876865.7184867715,5285522.886158864,5581754.488572039,2549388.2978279167
ME1:Cyl:Power_out:Bdot,24695344.552812427,34023.27918835193,19077607.300681937,2489734.3939954815,3093979.578946691,9613780.967318801,10508388.50426017,4573175.081233516
ME1:Cyl:QdotJW_out:Bdot,1770429.3785562504,5202.897131934579,1428275.1279267813,199480.92704178437,137470.42645575007,740616.9587792394,767304.010264289,262508.4095127248
ME1:Cyl:QdotRad_out:Bdot,149650.25711247753,438.43722028674784,122415.18577219802,16540.34277547012,10256.291344521846,65099.5164220152,63948.390813066726,20602.349877395176
ME1:Cyl:LubOil_in:Bdot,2869295.1635342194,8316.639478139165,2380153.2650294923,299783.80988884607,181041.4491377384,1425720.1598470898,1129916.048927303,313658.9547598292
ME1:Cyl:LubOil_out:Bdot,3776537.573552465,10967.625804870046,3115481.4643410067,399931.23765006557,250157.24575651187,1825474.65367992,1512936.2262902467,438126.6935822857
ME1:HTsplit:HTWater_in:Bdot,14109118.840691725,32600.46862213637,11677515.61814064,1462164.7732602002,936837.9806687294,6619928.63261076,5751897.02671627,1737293.181364719
ME1:HTsplit:HTWater_out:Bdot,10568206.600193778,17555.726993820022,8889766.90965728,1053219.976708668,607663.9868340369,4986977.295964241,4319324.417872836,1261904.886356731
ME1:HTsplit:LTWater_out:Bdot,3540912.240497933,15044.741628316355,2787748.708483393,408944.79655153403,329173.9938346921,1632951.336646504,1432572.6088434428,475388.29500798933
ME1:HTmerge:HTWater_in:Bdot,10568206.600193778,17555.726993820022,8889766.90965728,1053219.976708668,607663.9868340369,4986977.295964241,4319324.417872836,1261904.886356731
ME1:HTmerge:HTWater_out:Bdot,12667447.643756611,29432.113809147424,10550930.632206263,1308414.578229637,778670.3195115775,6010398.459663973,5150639.778140823,1506409.4059519065
ME1:HTmerge:LTWater_in:Bdot,2207569.7485081623,12379.55387486604,1743994.8133479129,268412.77555896353,182782.60572641055,1064847.167223638,879279.1586541473,263443.42263036687
ME1:TCshaft:Power_in:Bdot,5727507.477069762,2323.771929169548,4254883.937793602,520537.4957670013,949762.2715799661,2235693.7365392307,2362596.480105599,1129217.2604249094
ME1:TCshaft:Power_out:Bdot,4926962.36639334,1620.7626948302745,3631521.4644383346,445100.67797564005,848719.4612845362,1917998.986511767,2024021.1974754871,984942.1824060943
ME1:TCshaft:Losses_out:Bdot,195276.9083456539,175.29581019732277,153985.1132939499,18035.987546669778,23080.51169483709,82841.33424984351,80544.11290945901,31891.46118635106
ME2:Comp:Air_in:Bdot,42451.7921796452,45.39999097125384,36357.26314521555,3469.6137841216814,2579.515259336702,25773.755591174096,12871.038104826226,3806.998483644716
ME2:Comp:Air_out:Bdot,4352747.873949507,978.1702224443725,3271765.018758472,385736.6986508218,694267.9863177642,1681182.6422109108,1776437.4898748638,895127.741863736
ME2:Comp:Power_in:Bdot,5046302.131154252,1334.6762147436793,3806569.426821401,449881.7542502123,788516.2738679184,1938367.518632753,2073926.2433069765,1034008.3692145424
ME2:Turbine:Mix_in:Bdot,14916665.437722662,8064.309781689588,11719749.658763956,1348177.0102321403,1840674.4589448364,5975311.627011318,6195311.413120606,2746042.397590719
ME2:Turbine:Mix_out:Bdot,8004848.382290339,6244.292009373631,6485794.548514872,734714.0196721182,778095.5220939737,3320015.544180199,3346830.0315372013,1338002.806572947
ME2:Turbine:Power_out:Bdot,5913328.148698366,1903.284214663028,4496054.896957221,529298.6065754538,886071.3609510378,2283658.8161977036,2440101.3321733563,1189568.0003273094
ME2:BPsplit:Air_in:Bdot,4352747.873949507,978.1702224443725,3271765.018758472,385736.6986508218,694267.9863177642,1681182.6422109108,1776437.4898748638,895127.741863736
ME2:BPsplit:Air_out:Bdot,3333588.930255169,763.1687801143,2425327.6258937903,303403.9430598926,604094.1925213702,1253991.2172184102,1341481.9812165971,738115.7318201615
ME2:BPsplit:BP_out:Bdot,1019158.9436943373,215.0014423300725,846437.3928646874,82332.75559092792,90173.7937963937,427191.4249924956,434955.5086582657,157012.01004357482
ME2:BPmerge:EG_in:Bdot,14739630.000992833,8492.129095571865,11602583.736111186,1336500.2875996283,1792053.8481864398,5901687.053535386,6131194.127171598,2706748.820285837
ME2:BPmerge:Mix_out:Bdot,14916665.437722662,8064.309781689588,11719749.658763956,1348177.0102321403,1840674.4589448364,5975311.627011318,6195311.413120606,2746042.397590719
ME2:BPmerge:BP_in:Bdot,1007816.7540901559,211.81139613442136,836910.4933352536,81414.56319958244,89279.88615918624,422542.37338726147,430013.7064033606,155260.67429953557
ME2:BPvalve:BP_in:Bdot,1019158.9436943373,215.0014423300725,846437.3928646874,82332.75559092792,90173.7937963937,427191.4249924956,434955.5086582657,157012.01004357482
ME2:BPvalve:BP_out:Bdot,1007816.7540901557,211.81139613442141,836910.4933352534,81414.56319958244,89279.88615918624,422542.37338726147,430013.70640336047,155260.67429953557
ME2:CAC_HT:Air_in:Bdot,3333588.930255169,763.1687801143,2425327.6258937903,303403.9430598926,604094.1925213702,1253991.2172184102,1341481.9812165971,738115.7318201615
ME2:CAC_HT:HTWater_in:Bdot,15134013.142140886,25026.072026807768,12827339.74596782,1476111.247326403,805536.0768198768,7247695.721747802,6155569.331936004,1730748.0884571606
ME2:CAC_HT:Air_out:Bdot,3007337.6937891827,763.1687801143,2222005.548975248,271222.2946962464,513346.6813375786,1137540.2203703818,1223443.1672360187,646354.3061827734
ME2:CAC_HT:HTWater_out:Bdot,15403173.754725503,25026.072026807768,13004973.128355285,1501757.0518979474,871417.5024455128,7348048.614585151,6255591.611353815,1799533.5287865165
ME2:CAC_LT:Air_in:Bdot,3007337.6937891827,763.1687801143,2222005.548975248,271222.2946962464,513346.6813375786,1137540.2203703818,1223443.1672360187,646354.3061827734
ME2:CAC_LT:LTWater_in:Bdot,1195839.886735119,2092.787173927811,1029485.1569994438,109463.8680214911,54798.07454025818,702342.4666309564,408825.56194437825,84671.85815978571
ME2:CAC_LT:Air_out:Bdot,2713569.902305701,740.2687819897942,2000066.2834672963,246520.59293153824,466242.7571248751,1018990.6057718591,1107504.04362289,587075.2529109534
ME2:CAC_LT:LTWater_out:Bdot,1346499.422120685,2107.4363484256887,1147131.6650713382,121580.3006877919,75680.02001312889,770396.734095032,466371.29998360947,109731.3880420441
ME2:LOC:LubOil_in:Bdot,4307939.2970566265,8657.62133926934,3603120.688045107,439861.995329671,256298.99234258253,2080025.7371496554,1722299.5626878573,505613.9972191072
ME2:LOC:LTWater_in:Bdot,1346499.422120685,2107.4363484256887,1147131.6650713382,121580.3006877919,75680.02001312889,770396.734095032,466371.29998360947,109731.3880420441
ME2:LOC:LubOil_out:Bdot,3228657.882879345,6409.478958389376,2711312.1264404943,324351.70897662506,186584.5685038419,1597755.5087463981,1268937.7677715535,361964.6063613997
ME2:LOC:LTWater_out:Bdot,1979969.6851388966,3438.1691597618897,1673736.67883455,187868.73808718432,114926.09905739964,1075205.1675480301,721049.9554498035,183714.5621410626
ME2:JWC:QdotJW_in:Bdot,2063758.344580159,4397.742734752866,1698155.8024569245,225672.9226198421,135531.87676863922,876651.243182543,889977.7752594672,297129.3261381506
ME2:JWC:HTWater_in:Bdot,13771270.599041443,22261.92148349688,11699577.105516486,1330053.6015975177,719377.9704439364,6651588.53132999,5575818.423353331,1543863.6443581341
ME2:JWC:HTWater_out:Bdot,15134013.142140886,25026.072026807768,12827339.74596782,1476111.247326403,805536.0768198768,7247695.721747802,6155569.331936004,1730748.0884571606
ME2:Cyl:Air_in:Bdot,2713569.902305701,740.2687819897942,2000066.2834672963,246520.59293153824,466242.7571248751,1018990.6057718591,1107504.04362289,587075.2529109534
ME2:Cyl:FuelPh_in:Bdot,39640.935547525405,46.624819358016914,32282.58750897664,3746.335806598311,3565.3874125924012,17660.446091830858,16355.685296249621,5624.804159444821
ME2:Cyl:FuelCh_in:Bdot,69619196.3383074,79842.3339898604,55651181.35588331,6850354.407107923,7037818.2413264355,27709759.326913893,29752048.776983213,12157388.234410146
ME2:Cyl:EG_out:Bdot,14739630.000992833,8492.129095571865,11602583.736111186,1336500.2875996283,1792053.8481864398,5901687.053535386,6131194.127171598,2706748.820285837
ME2:Cyl:Power_out:Bdot,28210277.50980323,29693.90794460155,22423348.25349751,2747204.0669306656,3010031.281430412,11179822.060657738,12013465.321300505,5016990.127844983
ME2:Cyl:QdotJW_out:Bdot,2063758.344580159,4397.742734752866,1698155.8024569245,225672.9226198421,135531.87676863922,876651.243182543,889977.7752594672,297129.3261381506
ME2:Cyl:QdotRad_out:Bdot,162196.7673524955,336.1348733753183,134529.37622079998,17306.257708249585,10024.998550069218,70425.65862454772,69075.94469672584,22695.164031220706
ME2:Cyl:LubOil_in:Bdot,3228657.882879345,6409.478958389376,2711312.1264404943,324351.70897662506,186584.5685038419,1597755.5087463981,1268937.7677715535,361964.6063613997
ME2:Cyl:LubOil_out:Bdot,4307939.2970566265,8657.62133926934,3603120.688045107,439861.995329671,256298.99234258253,2080025.7371496554,1722299.5626878573,505613.9972191072
ME2:HTsplit:HTWater_in:Bdot,15403173.754725503,25026.072026807768,13004973.128355285,1501757.0518979474,871417.5024455128,7348048.614585151,6255591.611353815,1799533.5287865165
ME2:HTsplit:HTWater_out:Bdot,11707471.871041473,15261.629071141124,10022720.03043765,1096915.2353702248,572574.9761625167,5629052.8636247115,4769237.241181008,1309181.7662358256
ME2:HTsplit:LTWater_out:Bdot,3695701.8836839274,9764.442955666642,2982253.09791755,404841.81652772194,298842.5262829958,1718995.7509604448,1486354.37017279,490351.76255069085
ME2:HTmerge:HTWater_in:Bdot,11707471.871041473,15261.629071141124,10022720.03043765,1096915.2353702248,572574.9761625167,5629052.8636247115,4769237.241181008,1309181.7662358256
ME2:HTmerge:HTWater_out:Bdot,13771270.599041443,22261.92148349688,11699577.105516486,1330053.6015975177,719377.9704439364,6651588.53132999,5575818.423353331,1543863.6443581341
ME2:HTmerge:LTWater_in:Bdot,2190862.67790206,7187.301896999205,1777940.106079047,246962.515757607,158772.75416840805,1071770.1368147111,862033.7920177545,257058.7490695996
ME2:TCshaft:Power_in:Bdot,5913328.148698366,1903.284214663028,4496054.896957221,529298.6065754538,886071.3609510378,2283658.8161977036,2440101.3321733563,1189568.0003273094
ME2:TCshaft:Power_out:Bdot,5046302.131154252,1334.6762147436793,3806569.426821401,449881.7542502123,788516.2738679184,1938367.518632753,2073926.2433069765,1034008.3692145424
ME2:TCshaft:Losses_out:Bdot,211410.16001346963,142.12114810237694,169923.75953912278,18985.66842480188,22358.610901442047,89987.39146463189,87035.37510632194,34387.39344251514
ME2:HRSG:Mix_in:Bdot,8004848.382290339,6244.292009373631,6485794.548514872,734714.0196721182,778095.5220939737,3320015.544180199,3346830.0315372013,1338002.806572947
ME2:HRSG:Mix_out:Bdot,4417674.074855752,2374.800293734163,3522782.8299829373,384042.8665648889,508473.5780142018,1839861.2049453696,1846217.2963107799,731595.5735996271
ME2:HRSG:Steam_in:Bdot,420264.39777142304,514.225631184769,349878.0860758104,40898.673993352284,28973.412071074934,185004.56218222444,171643.69212971322,63616.143459483406
ME2:HRSG:Steam_out:Bdot,2860022.27837942,3477.1690296709526,2370002.922364565,281682.1349307839,204860.05205440253,1212692.6259318925,1188084.9222216217,459244.73022591474
ME3:Comp:Air_in:Bdot,41864.889495870084,55.830834405498095,36167.11318806666,3096.003332720956,2545.9421406769516,26265.27462778216,11929.838957917062,3669.7759101707766
ME3:Comp:Air_out:Bdot,4442534.894225909,1302.1943929698525,3409128.406751021,329050.44138619205,703053.8516957203,1528958.1393086785,1968710.6169881197,944866.1379291061
ME3:Comp:Power_in:Bdot,5142551.488185253,1856.3823870118226,3960215.0273333685,384615.25999335275,795864.8184715101,1763274.021403495,2291886.236302644,1087391.2304791058
ME3:Turbine:Mix_in:Bdot,14408225.816859717,10117.689576099538,11521654.347426005,1139139.7359306759,1737314.0439268893,5716901.446007284,6053946.9852880705,2637377.3855643985
ME3:Turbine:Mix_out:Bdot,7440691.340709333,7658.564004458035,6134788.784452682,618077.5251314577,680166.4671207196,3285379.931241766,2973297.5061217146,1182013.9033458303
ME3:Turbine:Power_out:Bdot,6004778.117855687,2667.3287804575866,4660473.235490612,454140.90953462006,887496.6440499919,2095164.685436637,2669125.6914507644,1240487.7409682907
ME3:BPsplit:Air_in:Bdot,4442534.894225909,1302.1943929698525,3409128.406751021,329050.44138619205,703053.8516957203,1528958.1393086785,1968710.6169881197,944866.1379291061
ME3:BPsplit:Air_out:Bdot,3480647.680813673,1098.5611859454596,2568304.8622208615,266408.9559863255,644835.3014205473,1173110.2626855457,1500418.4680737949,807118.9500543532
ME3:BPsplit:BP_out:Bdot,961887.2134122192,203.6332070243927,840823.5445301532,62641.485399866404,58218.550275174464,355847.8766231349,468292.1489143296,137747.18787475457
ME3:BPmerge:EG_in:Bdot,14168078.92613528,10407.762553520624,11325595.1942635,1129373.340581385,1702702.6287368748,5670452.312161244,5906400.255261131,2591226.3587128515
ME3:BPmerge:Mix_out:Bdot,14408225.816859717,10117.689576099538,11521654.347426005,1139139.7359306759,1737314.0439268893,5716901.446007284,6053946.9852880705,2637377.3855643985
ME3:BPmerge:BP_in:Bdot,959088.3256436923,202.218901073594,831830.9067058805,62895.3156740472,64159.884362691184,352104.05376151315,464425.8153217203,142558.45656045672
ME3:BPvalve:BP_in:Bdot,961887.2134122192,203.6332070243927,840823.5445301532,62641.485399866404,58218.550275174464,355847.8766231349,468292.1489143296,137747.18787475457
ME3:BPvalve:BP_out:Bdot,959088.3256436923,202.21890107359403,831830.9067058805,62895.3156740472,64159.884362691184,352104.0537615132,464425.8153217203,142558.45656045672
ME3:CAC_HT:Air_in:Bdot,3480647.680813673,1098.5611859454596,2568304.8622208615,266408.9559863255,644835.3014205473,1173110.2626855457,1500418.4680737949,807118.9500543532
ME3:CAC_HT:HTWater_in:Bdot,15749885.239423385,37553.72549883858,13365198.19116259,1504389.1283710704,842744.1943908717,7460973.094004798,6392159.340974436,1896752.8044440951
ME3:CAC_HT:Air_out:Bdot,3122635.123280704,1098.5611859454596,2336956.806985944,238801.0503947111,545778.7047141156,1067501.8432134038,1353512.1707957806,701621.109271533
ME3:CAC_HT:HTWater_out:Bdot,16038670.466695294,37553.72549883858,13563195.304481512,1525996.0767866415,911925.3599283003,7551726.732560787,6513906.120078996,1973037.6140556212
ME3:CAC_LT:Air_in:Bdot,3122635.123280704,1098.5611859454596,2336956.806985944,238801.0503947111,545778.7047141156,1067501.8432134038,1353512.1707957808,701621.109271533
ME3:CAC_LT:LTWater_in:Bdot,1698447.421663618,4586.563957279544,1462395.2558076263,152632.4441724884,78833.15772622892,1004158.2323776631,570108.6911052773,124180.49818068082
ME3:CAC_LT:Air_out:Bdot,2829675.7966118366,1064.9344119566838,2116467.0965119503,218029.61584395944,494114.1498439702,956413.5092337704,1234867.894328142,638394.3930499274
ME3:CAC_LT:LTWater_out:Bdot,1847799.2107566893,4608.237313838585,1579717.4870939935,162720.99943684184,100752.48691201785,1068923.9389083593,628865.0204359372,150010.2514124014
ME3:LOC:LubOil_in:Bdot,4384953.000777204,12428.457415812058,3690927.717893436,427493.4204324962,254103.40503547373,2132541.17673413,1741742.0895614764,510669.73448159447
ME3:LOC:LTWater_in:Bdot,1847799.2107566893,4608.237313838585,1579717.4870939935,162720.99943684184,100752.48691201785,1068923.9389083593,628865.0204359372,150010.2514124014
ME3:LOC:LubOil_out:Bdot,3163911.3146035234,8808.019523912959,2679694.5949851205,303181.92273183237,172226.77736264557,1592501.5724148632,1228536.9199066416,342872.82228201395
ME3:LOC:LTWater_out:Bdot,2567221.927014415,6882.834921006642,2179150.7844769214,235376.5615536243,145811.74606287584,1412477.0790704775,918702.343619789,236042.5043241529
ME3:JWC:QdotJW_in:Bdot,2368162.8243036103,7141.4476864334965,1954750.875171198,246289.16068236675,159981.34076360762,991901.3606581866,1025456.4707014189,350804.9929440036
ME3:JWC:HTWater_in:Bdot,14208363.096120123,33190.48661667796,12085181.509462915,1347716.0520352796,742275.0480052806,6793885.860392081,5735314.738003086,1679162.497724977
ME3:JWC:HTWater_out:Bdot,15749885.239423385,37553.72549883858,13365198.19116259,1504389.1283710704,842744.1943908717,7460973.094004798,6392159.340974436,1896752.8044440951
ME3:Cyl:Air_in:Bdot,2829675.7966118366,1064.9344119566838,2116467.0965119503,218029.61584395944,494114.1498439702,956413.5092337704,1234867.894328142,638394.3930499274
ME3:Cyl:FuelPh_in:Bdot,41753.932019080414,69.63783693547305,34303.70001880623,3650.390569385941,3730.2035939528932,18807.100421995492,16873.982697218697,6072.848899866354
ME3:Cyl:FuelCh_in:Bdot,71109379.44374454,117601.24579587732,57572261.89765075,6436848.145410068,6982668.154887797,28337614.614304513,30451086.21124261,12320678.618197393
ME3:Cyl:EG_out:Bdot,14168078.92613528,10407.762553520624,11325595.1942635,1129373.340581385,1702702.6287368748,5670452.312161244,5906400.255261131,2591226.3587128515
ME3:Cyl:Power_out:Bdot,28718888.443801243,43476.859558140764,23130589.945955023,2557653.0940981875,2987168.544189862,11399134.091771642,12244671.635694178,5075082.716335333
ME3:Cyl:QdotJW_out:Bdot,2368162.8243036103,7141.4476864334965,1954750.875171198,246289.16068236675,159981.34076360762,991901.3606581866,1025456.4707014189,350804.9929440036
ME3:Cyl:QdotRad_out:Bdot,167292.0293617965,490.01950891062575,140072.5558077635,17037.896276798867,9691.557768323724,73002.67963151587,71375.77861142751,22913.571118853055
ME3:Cyl:LubOil_in:Bdot,3163911.3146035234,8808.019523912959,2679694.5949851205,303181.92273183237,172226.77736264557,1592501.5724148632,1228536.9199066416,342872.82228201395
ME3:Cyl:LubOil_out:Bdot,4384953.000777204,12428.457415812058,3690927.717893436,427493.4204324962,254103.40503547373,2132541.17673413,1741742.0895614764,510669.73448159447
ME3:HTsplit:HTWater_in:Bdot,16038670.466695294,37553.72549883858,13563195.304481512,1525996.0767866415,911925.3599283003,7551726.732560787,6513906.120078996,1973037.6140556212
ME3:HTsplit:HTWater_out:Bdot,11712463.478108456,25323.55749930036,10047591.219478188,1073952.858929967,565595.8422009902,5587319.885719647,4743051.718431797,1382091.8739569648
ME3:HTsplit:LTWater_out:Bdot,4334714.537982414,19163.362564156734,3515604.0850034505,453617.572687493,346329.5177273106,1971340.0414057556,1772428.7564779893,590945.7400986579
ME3:HTmerge:HTWater_in:Bdot,11712463.478108456,25323.55749930036,10047591.219478188,1073952.858929967,565595.8422009902,5587319.885719647,4743051.718431797,1382091.8739569648
ME3:HTmerge:HTWater_out:Bdot,14208363.096120123,33190.48661667796,12085181.509462915,1347716.0520352796,742275.0480052806,6793885.860392081,5735314.738003086,1679162.497724977
ME3:HTmerge:LTWater_in:Bdot,2631930.4664287264,8047.256169070004,2145226.9277431923,289541.5032831424,189114.7792333352,1257279.2000521182,1053605.7016838463,321045.5646927718
ME3:TCshaft:Power_in:Bdot,6004778.117855687,2667.3287804575866,4660473.235490612,454140.90953462006,887496.6440499919,2095164.685436637,2669125.6914507644,1240487.7409682907
ME3:TCshaft:Power_out:Bdot,5142551.488185253,1856.3823870118226,3960215.0273333685,384615.25999335275,795864.8184715101,1763274.021403495,2291886.236302644,1087391.2304791058
ME3:TCshaft:Losses_out:Bdot,209672.5497147702,198.1737551856989,171851.5933259702,16568.103346087177,21054.679287526335,86525.23410677187,89215.64888737425,33931.66672062282
ME3:HRSG:Mix_in:Bdot,7440691.340709333,7658.564004458035,6134788.784452682,618077.5251314577,680166.4671207196,3285379.931241766,2973297.5061217146,1182013.9033458303
ME3:HRSG:Mix_out:Bdot,4271979.906997054,3244.447492688525,3475771.72316744,340697.7532520157,452265.9830849191,1750446.7269407865,1797030.589475089,724502.5905811859
ME3:HRSG:Steam_in:Bdot,378384.12631040585,588.9059573551632,319557.6914084109,33129.919592791244,25107.60935184822,190482.08442462204,138726.91078903695,49175.131096745485
ME3:HRSG:Steam_out:Bdot,2563934.1980166757,3990.2355598583054,2156289.8737949478,227156.0583727501,176498.0302891202,1246655.0846146322,962688.6570796767,354590.45632237993
ME4:Comp:Air_in:Bdot,40072.21602413757,44.90437545329602,34577.77822097913,2969.9790064005697,2479.5544213043504,25635.78055910972,11140.133963142298,3296.3015018854567
ME4:Comp:Air_out:Bdot,4375762.701356061,887.4395319237369,3363533.3860175917,327041.1537333556,684300.7220731821,1676287.2993354313,1836511.4938905023,862963.9081301308
ME4:Comp:Power_in:Bdot,5044658.036503126,1215.807604203932,3889180.079529657,379868.66373859823,774393.4856306781,1919782.6582280812,2132930.661997468,991944.716277573
ME4:Turbine:Mix_in:Bdot,13860252.725435935,7890.227883675139,10994091.258145222,1122159.5806283706,1736111.658778633,5448936.430097943,5902536.554957011,2508779.7403809405
ME4:Turbine:Mix_out:Bdot,7033181.967922781,6221.579315273065,5719076.419097523,606386.3883037259,701497.5812062757,2858954.3681556974,3004743.583407096,1169484.0163599767
ME4:Turbine:Power_out:Bdot,5836044.342629208,1751.3657769578033,4527839.049215628,444108.63296902156,862345.2946675852,2231442.422795965,2475484.484968052,1129117.434865186
ME4:BPsplit:Air_in:Bdot,4375762.701356061,887.4395319237369,3363533.3860175917,327041.1537333556,684300.7220731821,1676287.2993354313,1836511.4938905023,862963.9081301308
ME4:BPsplit:Air_out:Bdot,3521398.522201288,849.5448625744917,2605274.153304962,273481.1013312449,641793.7227025032,1302128.722675483,1457216.9202245662,762052.8793012333
ME4:BPsplit:BP_out:Bdot,854364.1791547756,37.894669349245184,758259.2327126362,53560.052402110836,42506.999370678604,374158.57665993867,379294.57366594224,100911.02882889824
ME4:BPmerge:EG_in:Bdot,13586656.051061988,7946.0710474709485,10756855.999611616,1108960.7545811443,1712893.2258217242,5318984.490412099,5788332.14396694,2479339.416682917
ME4:BPmerge:Mix_out:Bdot,13860252.725435935,7890.227883675139,10994091.258145222,1122159.5806283706,1736111.658778633,5448936.430097943,5902536.554957011,2508779.7403809405
ME4:BPmerge:BP_in:Bdot,874104.4503810266,53.35393945564313,753841.3926690485,56273.50771583031,63936.19605669194,373364.71330815624,382714.756171887,118024.98090097796
